Mon May 30 14:42:21 2022    profile.prof

         882669 function calls (823570 primitive calls) in 4.464 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\templates.py:274(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\impl\conversion.py:603(_add_self_references)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\metrics\python\ops\set_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\feature_keys.py:15(<module>)
       18    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\transformer.py:129(__getattr__)
       12    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\ag_ctx.py:29(_control_ctx)
        1    0.000    0.000    0.002    0.002 =\lib\site-packages\tensorflow_core\contrib\batching\__init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\initializers.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\counter.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\softplus.py:36(Softplus)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\svm.py:41(SVM)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\moving_stats.py:15(<module>)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\wrappers\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\slim\python\slim\data\data_provider.py:33(<module>)
        1    0.000    0.000    0.002    0.002 =\lib\site-packages\tensorflow_core\contrib\recurrent\python\recurrent_api.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\canned\metric_keys.py:19(<module>)
       40    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\training\tracking\layer_utils.py:62(gather_trainable_weights)
        1    0.000    0.000    0.003    0.003 =\lib\site-packages\tensorflow_core\python\autograph\impl\conversion.py:138(_wrap_into_dynamic_factory)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\framework\python\ops\prettyprint_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\evaluable.py:20(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\preprocessing\categorical_vocabulary.py:23(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cluster_resolver\python\training\tpu_cluster_resolver.py:15(<module>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_w_long)
        7    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\deprecation.py:129(wrapper)
        2    0.000    0.000    0.015    0.007 =\lib\site-packages\tensorflow_core\python\eager\function.py:925(_forward_and_backward_functions)
    38/36    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:212(conditional_write)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\framework\python\ops\arg_scope.py:61(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distribute\python\monitor.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\affine_scalar.py:15(<module>)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\vector_exponential_diag.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\moving_average_optimizer.py:15(<module>)
        6    0.000    0.000    0.008    0.001 =\lib\site-packages\tensorflow_core\python\eager\context.py:1880(add_function)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:444(<listcomp>)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\ag_ctx.py:61(__exit__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\parsing_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\matrix_inverse_tril.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\datasets\synthetic.py:20(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\device_assignment.py:15(<module>)
        1    0.000    0.000    0.004    0.004 =\lib\site-packages\tensorflow_core\contrib\solvers\__init__.py:18(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\eager\python\datasets.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\adadelta.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\receptive_field\python\util\receptive_field.py:15(<module>)
        8    0.000    0.000    0.000    0.000 =\lib\enum.py:34(_is_sunder)
        5    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:161(ones_rank_cache)
        4    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBufferFromString}
       20    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\network.py:792(<listcomp>)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\variable_scope.py:1348(get_variable_scope_store)
        1    0.000    0.000    0.693    0.693 =\lib\site-packages\tensorflow_core\python\autograph\impl\conversion.py:446(convert_entity_to_ast)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\inputs\queues\feeding_queue_runner.py:19(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\powersign.py:15(<module>)
        7    0.000    0.000    0.000    0.000 =\lib\site-packages\google\protobuf\symbol_database.py:97(RegisterEnumDescriptor)
       51    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.003    0.003 =\lib\site-packages\tensorflow_core\contrib\bayesflow\__init__.py:20(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\framework\python\ops\script_ops.py:18(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distribute\python\parameter_server_strategy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\distribute\distribute_config.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\lars_optimizer.py:15(<module>)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\state_space_models\state_space_model.py:62(__new__)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\tf_decorator.py:128(rewrap)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\autograph\core\converter.py:202(to_ast)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\base_layer_utils.py:119(<lambda>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\export\export.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\bfloat16.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\model_pruning\python\layers\core_layers.py:42(_MaskedConv)
        2    0.000    0.000    0.000    0.000 =\lib\sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\autograph\pyct\origin_info.py:252(resolve_entity)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\scan_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\affine_linear_operator.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\sinh_arcsinh.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\proto\__init__.py:19(<module>)
        4    0.000    0.000    0.000    0.000 =\lib\sre_parse.py:267(getuntil)
        8    0.000    0.000    0.000    0.000 =\lib\random.py:256(choice)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\control_flow_util.py:82(IsInWhileLoop)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\backprop.py:828(__del__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\sigmoid.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\run_config.py:30(<listcomp>)
     17/9    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\_typecheck.py:84(__instancecheck__)
       18    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:391(<genexpr>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:154(__init__)
       16    0.000    0.000    0.004    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\activity.py:271(visit_Assign)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distribute\python\mirrored_strategy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\gumbel.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\batch_reshape.py:39(BatchReshape)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\monitors.py:63(BaseMonitor)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\tools\graph_transforms\__init__.py:15(<module>)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:3444(_create_op_from_tf_operation)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:4510(__enter__)
       48    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\urllib3\packages\six.py:190(find_spec)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\kumaraswamy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\keras_tpu_variables.py:57(ReplicatedVariable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\adam.py:30(AdamOptimizer)
        3    0.000    0.000    0.000    0.000 =\lib\sre_parse.py:837(_parse_flags)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\rmsprop.py:38(<module>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:890(__eq__)
       16    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:965(<genexpr>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\constrained_optimization\python\constrained_optimizer.py:31(ConstrainedOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\distributions\identity_bijector.py:15(<module>)
        5    0.000    0.000    0.000    0.000 =\lib\site-packages\google\protobuf\descriptor.py:889(__new__)
       11    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:508(visit_Attribute)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:98(CoupledInputForgetGateLSTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\metrics\python\ops\confusion_matrix_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\softsign.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\tpu_optimizer.py:15(<module>)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\vector_laplace_diag.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\wrappers\scikit_learn\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\nadam_optimizer.py:15(<module>)
       11    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\cfg.py:455(enter_section)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\constrained_optimization\python\candidates.py:44(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\autoregressive.py:29(Autoregressive)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\sparsemax\python\ops\sparsemax_loss.py:15(<module>)
        4    0.000    0.000    0.000    0.000 =\lib\sre_parse.py:954(addgroup)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:1430(from_function_and_signature)
        5    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:192(__getattr__)
       15    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\activity.py:265(visit_Expr)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\preprocessing\sequence\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\saved_model\python\saved_model\keras_saved_model.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\momentum.py:16(<module>)
       31    0.000    0.000    0.000    0.000 =\lib\_collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 =\lib\copy.py:269(_reconstruct)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:312(_IsPartitionedCall)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:401(_Captures)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\model_fn.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\distribute\step_fn.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\wishart.py:47(_WishartLinearOperator)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\applications\inception_v3\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\slim\python\slim\data\prefetch_queue.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\lazy_adam_gs_optimizer.py:17(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\staging\__init__.py:15(<module>)
        2    0.000    0.000    0.000    0.000 =\lib\weakref.py:109(remove)
        9    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\templates.py:184(visit_Attribute)
       11    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\activity.py:404(visit_arguments)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\framework\python\framework\experimental.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\training_loop.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_estimator\contrib\estimator\python\estimator\replicate_model_fn.py:384(_PerGraphState)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\lazy_adam_optimizer.py:22(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\variable_clipping_optimizer.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\estimator\python\estimator\head.py:30(<listcomp>)
        1    0.000    0.000    0.034    0.034 =\lib\site-packages\tensorflow_core\contrib\tensor_forest\python\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:1731(__init__)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:135(_AsList)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:268(_StopOps)
       12    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:838(_FilterGrad)
       14    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:515(write_comma)
        9    0.000    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\templates.py:145(visit_Expr)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\impl\conversion.py:429(check_cached_unconverted)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\module_wrapper.py:57(has_deprecation_decorator)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\ops\bucketization_op.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\estimator\__init__.py:43(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\vector_diffeomixture.py:225(VectorDiffeomixture)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\datasets\boston_housing\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\enum.py:130(__prepare__)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\control_flow_util.py:92(IsSwitch)
       12    0.000    0.000    0.000    0.000 {method '_rank' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       24    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       15    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\cfg.py:721(visit_Expr)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\conditional_bijector.py:15(<module>)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\exp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\estimator.py:1103(Estimator)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\_typecheck.py:146(__instancecheck__)
        1    0.000    0.000    0.000    0.000 =\lib\inspect.py:946(getsourcelines)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:90(get)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\feature_column.py:2037(_BucketizedColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distribute\python\tpu_strategy.py:18(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\applications\vgg16\__init__.py:15(<module>)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\preprocessing\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\device_spec.py:261(_get_combined_properties)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:337(_backward_name)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\string_repr.py:48(_prep_triple_quotes)
      6/3    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\activity.py:83(referenced)
        4    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\distribute\distribute_lib.py:1506(_batch_reduce_to)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\distribute\distribution_strategy_context.py:49(__init__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\layers.py:1885(GDN)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\feature_column.py:2227(_CrossedColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\random_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\graph_editor\subgraph.py:73(SubGraphView)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\reg_adagrad_optimizer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\quantize\python\fold_batch_norms.py:1006(_BatchNormMatch)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\state_space_models\state_space_model.py:176(StateSpaceModel)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tfprof\tfprof_logger.py:18(<module>)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:956(_cache_bytecode)
        1    0.000    0.000    0.000    0.000 =\lib\ntpath.py:523(abspath)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\numpy\core\_methods.py:47(_all)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:691(deferred_external_captures)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\auto_control_deps.py:162(__enter__)
       16    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\cfg.py:724(visit_Assign)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\cauchy.py:39(Cauchy)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\training\python\training\device_setter.py:17(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\linear_optimizer\python\ops\sharded_mutable_dense_hashtable.py:41(ShardedMutableDenseHashTable)
       24    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:203(getter)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\ops\cudnn_rnn_ops.py:183(CudnnParamsFormatConverter)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\framework\python\ops\ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\geometric.py:37(Geometric)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\onehot_categorical.py:35(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\matrix_functions.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\helper.py:121(Helper)
        2    0.000    0.000    0.000    0.000 =\lib\linecache.py:53(checkcache)
        4    0.000    0.000    0.002    0.001 =\lib\site-packages\tensorflow_core\python\ops\array_ops.py:806(slice)
       16    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:618(<genexpr>)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\utils\ag_logging.py:138(log)
      2/1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\autograph\converters\return_statements.py:269(_visit_statement_block)
        1    0.000    0.000    0.003    0.003 =\lib\site-packages\tensorflow_core\python\autograph\converters\return_statements.py:387(transform)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\math_grad.py:1091(_AddGrad)
       20    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\activations.py:280(linear)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\unique.py:15(<module>)
       17    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\core\profiler\profiler_analysis_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\half_normal.py:42(HalfNormal)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\negative_binomial.py:33(NegativeBinomial)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\nn\python\ops\cross_entropy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\applications\xception\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\slim\python\slim\data\dataset_data_provider.py:41(<module>)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\saved_model\python\__init__.py:20(<module>)
        2    0.000    0.000    0.000    0.000 =\lib\enum.py:458(_find_data_type)
        8    0.000    0.000    0.000    0.000 {method 'throw' of 'generator' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'google.protobuf.pyext._message.RepeatedScalarContainer' objects}
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:794(_GetGrad)
       11    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\cfg.py:631(_exit_lexical_scope)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\distribute\distribution_strategy_context.py:59(_push_per_thread_mode)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\checkpoint\python\visualize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\gru_ops.py:97(GRUBlockCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\dnn_linear_combined.py:377(DNNLinearCombinedEstimator)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\session_bundle\constants.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\poisson_lognormal.py:171(PoissonLogNormalQuadratureCompound)
