Mon May 30 14:42:21 2022    profile.prof

         882669 function calls (823570 primitive calls) in 4.464 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\slim\python\slim\data\tfexample_decoder.py:42(ItemHandler)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\shampoo.py:45(ShampooOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\powersign.py:32(PowerSignOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\quantize\python\quantize.py:592(_LayerMatch)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\attention_wrapper.py:2137(AttentionWrapper)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\canned\metric_keys.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\codecs.py:309(__init__)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:1734(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'tostring' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:701(variable_captures)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:952(<genexpr>)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\auto_control_deps.py:348(<listcomp>)
        3    0.000    0.000    0.000    0.000 =\lib\site-packages\gast\ast3.py:140(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\ops\cudnn_rnn_ops.py:661(CudnnParamsFormatConverterBasic)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\rev_block_lib.py:156(_safe_wraps)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\rev_block_lib.py:176(RevBlock)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\head.py:1451(_LossOnlyHead)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\graph_editor\reroute.py:69(_RerouteMode)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\integrate\python\ops\odes.py:543(_FixedGridIntegrator)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\model_pruning\python\layers\core_layers.py:330(MaskedFullyConnected)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\quantize\python\fold_batch_norms.py:847(_OpCloner)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:1411(convert_to_tensor_or_composite)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:2158(__len__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\converter.py:222(list_of_features)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:535(<genexpr>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\converters\return_statements.py:111(visit_With)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:3880(CFNCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\monitors.py:384(StopAtStep)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\head.py:1228(_BinarySvmHead)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\mvn_diag.py:228(MultivariateNormalDiagWithSoftplusScale)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\feature_column\python\feature_column\sequence_feature_column.py:464(_SequenceNumericColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\adam_gs_optimizer.py:32(AdamGSOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\optimizer_v2.py:199(_OptimizerV2State)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\helper.py:168(CustomHelper)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\state_space_models\varma.py:63(VARMA)
        4    0.000    0.000    0.000    0.000 =\lib\inspect.py:276(isbuiltin)
        1    0.000    0.000    0.000    0.000 =\lib\random.py:88(__init__)
        2    0.000    0.000    0.000    0.000 =\lib\logging\__init__.py:221(_releaseLock)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:2088(_add_control_inputs)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:2161(__bool__)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:4532(add_op)
        5    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'FindServiceByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:1256(name)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:1163(_get_defun_inputs_from_kwargs)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\origin_info.py:160(__init__)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\templates.py:227(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\converters\return_statements.py:151(visit_FunctionDef)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\layers\cudnn_rnn.py:548(CudnnLSTM)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\ops\cudnn_rnn_ops.py:1945(_CudnnRNNNoInputC)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\head.py:681(_RegressionHead)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\inverse_gamma.py:285(InverseGammaWithSoftplusConcentrationRate)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\mvn_diag_plus_low_rank.py:33(MultivariateNormalDiagPlusLowRank)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\vector_exponential_diag.py:32(VectorExponentialDiag)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\vector_laplace_diag.py:32(VectorLaplaceDiag)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\model_pruning\python\layers\core_layers.py:244(MaskedConv2D)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\attention_wrapper.py:66(AttentionMechanism)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\state_space_models\state_space_model.py:990(StateSpaceEnsemble)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\state_space_models\periodic.py:33(CycleStateSpaceModel)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\adadelta.py:25(AdadeltaOptimizer)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:3086(seed)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:3890(add_to_collection)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:103(__init__)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:1076(list_physical_devices)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\lstm_ops.py:290(LSTMBlockCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\sliding.py:29(_SlideDataset)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\scale_tril.py:33(ScaleTriL)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\head.py:810(_BinaryLogisticHead)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\keras_support.py:326(KerasCrossShardOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\keras_support.py:558(TPUInfeedManager)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\test_util.py:37(DiscreteScalarDistributionTestHelpers)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\wishart.py:450(WishartCholesky)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\io_ops.py:31(FixedLenFeature)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\estimators.py:47(TimeSeriesRegressor)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\state_space_models\periodic.py:198(ResolutionCycleModel)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\adagrad.py:29(AdagradOptimizer)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\core\framework\remote_fused_graph_execute_info_pb2.py:6(<lambda>)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\op_def_library.py:148(_MakeInt)
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 =\lib\tempfile.py:422(__init__)
        1    0.000    0.000    0.000    0.000 =\lib\tempfile.py:479(func_wrapper)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:853(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\string_repr.py:58(string_triplequote_repr)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\converters\continue_statements.py:52(__init__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\target_column.py:263(_RegressionTargetColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\batching.py:279(_RestructuredDataset)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\writers.py:24(TFRecordWriter)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\monitors.py:1086(CheckpointSaver)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\tpu\async_checkpoint.py:39(AsyncCheckpointSaverHook)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\mixed_precision\python\loss_scale_manager.py:32(LossScaleManager)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\agn_optimizer.py:94(AGNOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\sampler.py:126(CustomSampler)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\state_space_models\kalman_filter.py:33(KalmanFilter)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\momentum.py:25(MomentumOptimizer)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\device_spec.py:333(_components_to_string)
        1    0.000    0.000    0.000    0.000 =\lib\tempfile.py:503(close)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:689(<listcomp>)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\impl\api.py:123(__init__)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\parser.py:74(<genexpr>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\ag_ctx.py:66(_default_control_status_ctx)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\ops\cudnn_rnn_ops.py:945(CudnnGRUSaveable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\ops\cudnn_rnn_ops.py:962(CudnnRNNTanhSaveable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\core_rnn_cell.py:331(OutputProjectionWrapper)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\grouping.py:146(Reducer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\readers.py:145(CsvDataset)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distribute\python\mirrored_strategy.py:127(MirroredExtended)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\head.py:1322(_MultiLabelHead)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\relaxed_onehot_categorical.py:308(RelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\grid_rnn\python\ops\grid_rnn_cell.py:457(Grid2LSTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\ggt.py:33(GGTOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\optimizer_v2.py:45(_OptimizableVariable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\quantize\python\graph_matcher.py:37(OpTypePattern)
